,id,laydate,year,weight,joeweight,length,breadth,volume,mage,fage,clutch,fertile,sire,srear,dam,drear,pair,minus,eggcount,double,doubletot,comments,eggsb,damsb,siresb,damF,sireF,relatedness
225,07TECU1,3/20/2007,2007,243.5,244.96,106.27,63.93,220.21,16,24,1,Y,Susil,Artificial,Tecuya,Artificial,2,2006,1,N,9,Given to Haku on day 52; (11May),451,30,67,0,-0.0316,0.0046
226,07HAKU1,3/24/2007,2007,313.05,318.19,109.74,71.7,286.03,14,15,1,Y,Siwon,Artificial,Haku,Artificial,10,2006,1,N,1,Given to Teneiya on day 53(16 May),452,77,85,0.0525,-0.0375,0.0704
227,07HUYA1,4/10/2007,2007,288.94,296.48,115.41,67.49,266.52,13,14,1,Y,Antop,Artificial,Huya,Artificial,1,2006,1,N,1,"Returned to parents on day 52(01 Jun), egg pipped early that morning",458,88,99,0.0549,0.0525,0.1113
228,08HOSI1,1/28/2008,2008,263.94,263.09,99.56,68.45,236.5,18,15,1,Y,Maluk,Artificial,Hosima,Parent,11,2007,1,N,4,Raised by 76/104,460,84,55,0.0023,0.0525,0.0908
229,08KOYO1,2/1/2008,2008,268.96,275.53,104.57,68.35,247.68,14,16,1,Y,Inja,Artificial,Koyo,Artificial,11,2007,1,N,2,Raised by 166/60,461,76,104,0.0525,-0.0375,0.0704
230,08SIXU1,2/6/2008,2008,311.53,306.51,99.89,73.76,275.53,17,11,1,Y,Pawoco,Artificial,Sixut,Artificial,5,2007,1,N,0,Raised by 94/92,463,166,60,-0.0083,0.0525,0.0417
231,08PIRU1,2/7/2008,2008,288.9,294.79,104.36,70.77,265,18,24,1,Y,Tumusai,Artificial,Piru,Artificial,15,2007,1,N,6,Raised by 96/83,464,34,53,0,0.0161,-0.0339
233,08TAKI1,2/9/2008,2008,289.55,297.72,113.16,68.3,267.63,25,12,1,Y,Cuyama,Parent,Takihin,Parent,5,2007,1,N,0,Died day 57,NA,139,27,-0.03,0,0.0364
232,08KSEN1,2/9/2008,2008,315.79,309.4,113.67,69.47,278.13,15,15,1,Y,Xopoy,Artificial,Ksen,Artificial,11,2007,1,N,2,Raised by 34/53,465,94,92,-0.0226,0.0161,-0.0364
234,08HONS1,2/11/2008,2008,NA,271.54,104,68.04,244.1,18,18,1,Y,Oneia,Artificial,Honsi,Artificial,2,2007,1,N,5,"Egg came in fertile, dead, cracked and rotten",NA,57,50,0.0549,-0.0508,-0.0077
235,08LIKU1,2/12/2008,2008,279.76,283.7,104.08,69.52,255.03,15,15,1,Y,Wishtoyo,Artificial,Likuyi,Artificial,11,2007,1,N,4,Raised by 59/90,466,96,83,-0.0591,0.0023,0.036
236,08ROTC1,2/17/2008,2008,279.79,286.31,105.49,69.37,257.37,15,17,1,N,Alishaw,Artificial,Rotciwi,Artificial,2,2007,1,N,1,Infertile,NA,59,90,0.0161,-0.0083,0.0524
237,08HOY1,2/20/2008,2008,288.5,285.27,97.76,71.93,256.44,19,15,1,Y,Kaduku,Parent,Hoy,Artificial,7,2007,1,N,1,Raised by 97/48,471,97,48,0.004,0.0525,0.0708
238,08TECU1,2/22/2008,2008,256.16,262.5,103.99,66.9,235.97,17,25,1,Y,Susil,Artificial,Tecuya,Artificial,3,2007,1,N,9,Raised by 30/67,473,30,67,0,-0.0316,0.0046
239,08TOWA1,2/23/2008,2008,293.77,292.97,113.94,67.52,263.36,15,19,1,N,Kuhu,Artificial,Towasinah,Artificial,2,2007,1,N,6,Infertile,NA,49,91,-0.0508,-0.0083,-0.0052
240,08HUYA1,2/24/2008,2008,284.83,283.14,111.27,67.17,254.53,14,15,1,Y,Antop,Artificial,Huya,Artificial,2,2007,1,N,1,Transferred to LAZoo 16 Apr,474,88,99,0.0549,0.0525,0.1113
241,08KARE1,2/24/2008,2008,291.81,287.84,108.86,68.47,258.75,16,18,1,Y,Tapu,Parent,Kareya,Artificial,14,2007,1,N,0,Transferred to LAZoo 16 Apr,475,56,71,0.0525,-0.0316,0.05
242,08SULK1,2/25/2008,2008,301.45,299.25,104.43,71.28,269.01,17,15,1,N,O-Tum,Artificial,Sulkuw,Artificial,2,2007,1,N,2,Infertile,NA,93,62,-0.0508,0.0549,-0.0077
243,08CHUH1,2/28/2008,2008,293.58,288.63,106.07,69.46,259.46,19,18,1,Y,Shasta,Artificial,Chuhlna,Artificial,3,2007,1,N,3,Raised by 51/47,478,51,47,-0.0508,-0.0316,-0.0179
244,08TENE1,3/2/2008,2008,237.94,244.03,102.44,64.99,219.37,17,17,1,NA,Preghawish,Artificial,Teneiya,Artificial,7,2007,0,N,1,Broken by adults,NA,70,61,-0.0226,0.0525,0.0202
245,08HAKU1,3/6/2008,2008,296.69,299.29,107.1,70.39,269.04,15,16,1,Y,Siwon,Artificial,Haku,Artificial,11,2007,1,N,1,Raised by 93/62,485,77,85,0.0525,-0.0375,0.0704
246,08HONS2,3/24/2008,2008,257.92,256.64,99.93,67.48,230.7,18,18,2,Y,Oneia,Artificial,Honsi,Artificial,2,2007,1,N,5,Raised by 57/50,490,57,50,0.0549,-0.0508,-0.0077
247,09SIXU1,1/29/2009,2009,306.4,301.75,99.85,73.2,271.26,18,12,1,Y,Pawoco,Artificial,Sixut,Artificial,6,2008,1,N,0,,499,166,60,-0.0083,0.0525,0.0417
248,09TAKI1,2/5/2009,2009,299.3,298.62,112.64,68.56,268.44,26,13,1,Y,Cuyama,Parent,Takihin,Parent,6,2008,1,N,0,,501,139,27,-0.03,0,0.0364
249,09KSEN1,2/9/2009,2009,301.7,257.31,112.68,63.63,231.3,16,16,1,Y,Xopoy,Artificial,Ksen,Artificial,12,2008,1,N,2,,505,94,92,-0.0226,0.0161,-0.0364
250,09HUYA1,2/13/2009,2009,290.5,291.72,107.92,69.23,262.24,15,16,1,Y,Antop,Artificial,Huya,Artificial,3,2008,1,N,1,,507,88,99,0.0549,0.0525,0.1113
252,09TECU1,2/15/2009,2009,255.8,260.47,101.27,67.53,234.14,18,26,1,Y,Susil,Artificial,Tecuya,Artificial,4,2008,1,N,9,,508,30,67,0,-0.0316,0.0046
251,09HONS1,2/15/2009,2009,256.6,264.52,102.33,67.7,237.79,19,19,1,Y,Oneia,Artificial,Honsi,Artificial,3,2008,2,Y,6,,NA,57,50,0.0549,-0.0508,-0.0077
254,09LIKU1,2/19/2009,2009,272.4,272.29,102.83,68.52,244.77,16,16,1,Y,Wishtoyo,Artificial,Likuyi,Artificial,12,2008,1,N,4,,512,96,83,-0.0591,0.0023,0.036
253,09KARE1,2/19/2009,2009,297.7,295.33,109.35,69.2,265.48,17,19,1,Y,Tapu,Parent,Kareya,Artificial,15,2008,1,N,0,,513,56,71,0.0525,-0.0316,0.05
256,09KOYO1,2/22/2009,2009,276.8,284.88,106.03,69.02,256.09,15,17,1,Y,Inja,Artificial,Koyo,Artificial,12,2008,1,N,2,,NA,76,104,0.0525,-0.0375,0.0704
255,09HOY1,2/22/2009,2009,295.1,291.17,100.17,71.79,261.74,20,16,1,Y,Kaduku,Parent,Hoy,Artificial,8,2008,1,N,1,,NA,97,48,0.004,0.0525,0.0708
257,09CHUH1,2/27/2009,2009,279.6,264.32,100.7,68.22,237.61,20,19,1,Y,Shasta,Artificial,Chuhlna,Artificial,4,2008,1,N,3,,518,51,47,-0.0508,-0.0316,-0.0179
258,09SULK1,3/5/2009,2009,310.4,222.93,104.88,61.39,200.4,18,16,1,Y,O-Tum,Artificial,Sulkuw,Artificial,3,2008,1,N,2,,NA,93,62,-0.0508,0.0549,-0.0077
259,09TOWA1,3/6/2009,2009,299.8,201.58,107.8,57.58,181.2,16,20,1,Y,Kuhu,Artificial,Towasinah,Artificial,3,2008,1,N,6,,523,49,91,-0.0508,-0.0083,-0.0052
260,09HAKU1,3/10/2009,2009,301.6,296.89,105.79,70.54,266.88,16,17,1,Y,Siwon,Artificial,Haku,Artificial,12,2008,1,N,1,,NA,77,85,0.0525,-0.0375,0.0704
261,09HOSI1,3/14/2009,2009,272.9,267.77,99.52,69.07,240.71,13,16,1,Y,Meymey,Artificial,Hosima,Parent,1,2008,1,N,4,,NA,84,138,0.0023,-0.03,-0.0259
262,09TAKI2,3/19/2009,2009,296.5,308.57,113.43,69.45,277.38,26,13,2,Y,Cuyama,Parent,Takihin,Parent,6,2008,1,N,0,,532,139,27,-0.03,0,0.0364
263,09SIXU2,3/24/2009,2009,299.3,NA,NA,NA,NA,18,12,2,Y,Pawoco,Artificial,Sixut,Artificial,6,2008,1,N,0,,NA,166,60,-0.0083,0.0525,0.0417
264,09PIRU1,3/28/2009,2009,281.1,NA,NA,NA,NA,19,25,1,Y,Tumusai,Artificial,Piru,Artificial,16,2008,1,N,6,,536,34,53,0,0.0161,-0.0339
265,09TECU2,3/31/2009,2009,256.6,255.32,102.83,66.35,229.51,18,26,2,Y,Susil,Artificial,Tecuya,Artificial,4,2008,1,N,9,,540,30,67,0,-0.0316,0.0046
513,09HONS2,3/31/2009,2009,NA,NA,NA,NA,NA,19,19,2,Y,Oneia,Artificial,Honsi,Artificial,3,2008,2,Y,6,,541,57,50,0.0549,-0.0508,-0.0077
266,09KARE2,4/1/2009,2009,293,286.94,111.53,67.54,257.94,17,19,2,Y,Tapu,Parent,Kareya,Artificial,15,2008,1,N,0,,542,56,71,0.0525,-0.0316,0.05
267,09LIKU2,4/3/2009,2009,253.8,269.77,103.9,67.85,242.51,16,16,2,Y,Wishtoyo,Artificial,Likuyi,Artificial,12,2008,1,N,4,,544,96,83,-0.0591,0.0023,0.036
514,09KSEN2,4/4/2009,2009,NA,NA,NA,NA,NA,16,16,2,Y,Xopoy,Artificial,Ksen,Artificial,12,2008,1,N,2,,543,94,92,-0.0226,0.0161,-0.0364
268,10SIXU1,1/31/2010,2010,301,299.22,106.5,70.58,268.98,19,13,1,Y,Pawoco,Artificial,Sixut,Artificial,7,2009,2,Y,1,,553,166,60,-0.0083,0.0525,0.0417
269,10HOSI1,2/16/2010,2010,275,270.87,103.5,68.12,243.5,14,17,1,Y,Meymey,Artificial,Hosima,Parent,2,2009,1,N,4,,559,84,138,0.0023,-0.03,-0.0259
270,10KOYO1,2/20/2010,2010,275.1,284.78,106.64,68.81,255.99,16,18,1,Y,Inja,Artificial,Koyo,Artificial,13,2009,1,N,2,,564,76,104,0.0525,-0.0375,0.0704
271,10PIRU1,2/28/2010,2010,290.7,297.1,105.03,70.82,267.07,20,26,1,Y,Tumusai,Artificial,Piru,Artificial,17,2009,1,N,6,,567,34,53,0,0.0161,-0.0339
272,10HOY1,3/4/2010,2010,279.4,273.6,98.55,70.16,245.95,21,17,1,Y,Kaduku,Parent,Hoy,Artificial,9,2009,1,N,1,,569,97,48,0.004,0.0525,0.0708
273,10HONS1,3/6/2010,2010,278.2,277.57,103.22,69.05,249.52,20,20,1,Y,Oneia,Artificial,Honsi,Artificial,4,2009,2,Y,7,,570,57,50,0.0549,-0.0508,-0.0077
274,10CHUH1,3/9/2010,2010,308.1,300.14,107.01,70.52,269.81,21,20,1,Y,Shasta,Artificial,Chuhlna,Artificial,5,2009,1,N,3,,572,51,47,-0.0508,-0.0316,-0.0179
276,10TECU1,3/15/2010,2010,252.1,255.71,102.37,66.55,229.87,19,27,1,Y,Susil,Artificial,Tecuya,Artificial,5,2009,2,Y,10,,578,30,67,0,-0.0316,0.0046
275,10TAKI1,3/15/2010,2010,296.2,298.18,117.25,67.15,268.05,27,14,1,Y,Cuyama,Parent,Takihin,Parent,7,2009,2,Y,1,,575,139,27,-0.03,0,0.0364
278,10KSEN1,3/16/2010,2010,308.4,305.27,113.85,68.95,274.42,17,17,1,Y,Xopoy,Artificial,Ksen,Artificial,13,2009,2,Y,3,,576,94,92,-0.0226,0.0161,-0.0364
277,10KITS1,3/16/2010,2010,315.5,326.5,110.96,72.23,293.5,7,19,1,Y,George,Artificial,Kitsuk,Artificial,2,2009,0,N,1,,577,69,309,-0.0226,0.0046,-0.01
280,10TOWA1,3/21/2010,2010,297.2,247.92,116.41,61.45,222.87,17,21,1,Y,Kuhu,Artificial,Towasinah,Artificial,4,2009,1,N,6,,582,49,91,-0.0508,-0.0083,-0.0052
279,10HUYA1,3/21/2010,2010,290,294.34,114.17,67.61,264.6,16,17,1,Y,Antop,Artificial,Huya,Artificial,4,2009,1,N,1,,583,88,99,0.0549,0.0525,0.1113
281,10SULK1,3/25/2010,2010,307.3,306.5,107.35,71.15,275.52,19,17,1,Y,O-Tum,Artificial,Sulkuw,Artificial,4,2009,1,N,2,,585,93,62,-0.0508,0.0549,-0.0077
282,10KARE1,3/26/2010,2010,293.4,291.48,112.56,67.76,262.02,18,20,1,Y,Tapu,Parent,Kareya,Artificial,16,2009,2,Y,1,,584,56,71,0.0525,-0.0316,0.05
283,10TENE1,3/28/2010,2010,73.7,78.72,66.77,45.72,70.76,19,19,1,N,Preghawish,Artificial,Teneiya,Artificial,9,2009,1,N,1,,NA,70,61,-0.0226,0.0525,0.0202
284,10HAKU1,3/30/2010,2010,294.9,295.21,105.67,70.38,265.37,17,18,1,Y,Siwon,Artificial,Haku,Artificial,13,2009,1,N,1,,588,77,85,0.0525,-0.0375,0.0704
285,10LIKU1,4/16/2010,2010,273.3,273.42,105.96,67.64,245.79,17,17,1,Y,Wishtoyo,Artificial,Likuyi,Artificial,13,2009,2,Y,5,,589,96,83,-0.0591,0.0023,0.036
286,11SIXU1,2/9/2011,2011,304.2,312.84,107,72,281.23,20,14,1,Y,Pawoco,Artificial,Sixut,Artificial,8,2010,1,N,1,,598,166,60,-0.0083,0.0525,0.0417
287,11HOSI1,2/15/2011,2011,270.1,266.53,101.84,68.12,239.59,15,18,1,Y,Meymey,Artificial,Hosima,Parent,3,2010,1,N,4,,601,84,138,0.0023,-0.03,-0.0259
288,11TECU1,2/20/2011,2011,249.3,252.29,101.61,66.35,226.79,20,28,1,Y,Susil,Artificial,Tecuya,Artificial,6,2010,1,N,10,,614,30,67,0,-0.0316,0.0046
290,11TAKI1,2/22/2011,2011,303.5,308.8,115,69,277.59,28,15,1,Y,Cuyama,Parent,Takihin,Parent,8,2010,1,N,1,,604,139,27,-0.03,0,0.0364
289,11KSEN1,2/22/2011,2011,313.7,315.05,114,70,283.21,18,18,1,Y,Xopoy,Artificial,Ksen,Artificial,14,2010,1,N,3,,NA,94,92,-0.0226,0.0161,-0.0364
291,11KOYO1,2/25/2011,2011,272.3,277.47,106.02,68.12,249.43,17,19,1,Y,Inja,Artificial,Koyo,Artificial,14,2010,1,N,2,,605,76,104,0.0525,-0.0375,0.0704
292,11HUYA1,2/26/2011,2011,285.3,292.93,112.29,68.01,263.33,17,18,1,Y,Antop,Artificial,Huya,Artificial,5,2010,1,N,1,,617,88,99,0.0549,0.0525,0.1113
293,11HONS1,2/27/2011,2011,263.3,267,102.44,67.98,240.02,21,21,1,Y,Oneia,Artificial,Honsi,Artificial,5,2010,1,N,7,,615,57,50,0.0549,-0.0508,-0.0077
294,11HOY1,3/3/2011,2011,283.7,273.95,99.44,69.89,246.26,22,18,1,Y,Kaduku,Parent,Hoy,Artificial,10,2010,1,N,1,,609,97,48,0.004,0.0525,0.0708
295,11CHUH1,3/4/2011,2011,306.5,303.96,109.36,70.2,273.24,22,21,1,Y,Shasta,Artificial,Chuhlna,Artificial,6,2010,1,N,3,,621,51,47,-0.0508,-0.0316,-0.0179
296,11PIRU1,3/5/2011,2011,210.8,213.04,94.9,63.09,191.51,21,27,1,N,Tumusai,Artificial,Piru,Artificial,18,2010,1,N,6,,NA,34,53,0,0.0161,-0.0339
297,11KARE1,3/7/2011,2011,289.7,290.42,108.47,68.9,261.07,19,21,1,Y,Tapu,Parent,Kareya,Artificial,17,2010,1,N,1,,618,56,71,0.0525,-0.0316,0.05
298,11LIKU1,3/8/2011,2011,283.7,282.1,105.21,68.95,253.59,18,18,1,Y,Wishtoyo,Artificial,Likuyi,Artificial,14,2010,1,N,5,,619,96,83,-0.0591,0.0023,0.036
299,11TOWA1,3/14/2011,2011,297.6,300.94,118.51,67.1,270.53,18,22,1,Y,Kuhu,Artificial,Towasinah,Artificial,5,2010,1,N,6,,NA,49,91,-0.0508,-0.0083,-0.0052
300,11SULK1,3/24/2011,2011,309.2,307.96,109.3,70.68,276.84,20,18,1,Y,O-Tum,Artificial,Sulkuw,Artificial,5,2010,1,N,2,,625,93,62,-0.0508,0.0549,-0.0077
301,11HAKU1,4/4/2011,2011,309.3,316.04,110.35,71.26,284.1,18,19,1,Y,Siwon,Artificial,Haku,Artificial,14,2010,1,N,1,,626,77,85,0.0525,-0.0375,0.0704
302,11TENE1,4/8/2011,2011,239.3,244,109,63,219.34,20,20,1,Y,Preghawish,Artificial,Teneiya,Artificial,10,2010,1,N,1,,628,70,61,-0.0226,0.0525,0.0202
303,11KITS1,4/10/2011,2011,297.9,306.11,114,69,275.18,8,20,1,Y,George,Artificial,Kitsuk,Artificial,3,2010,1,N,1,,629,69,309,-0.0226,0.0046,-0.01
304,11TECU2,4/14/2011,2011,236.1,243.06,102,65,218.49,20,28,2,Y,Susil,Artificial,Tecuya,Artificial,6,2010,1,N,10,,630,30,67,0,-0.0316,0.0046
305,12PIRU1,2/13/2012,2012,259.6,271.76,103.93,68.09,244.3,22,28,1,Y,Tumusai,Artificial,Piru,Artificial,19,2011,1,N,6,,NA,34,53,0,0.0161,-0.0339
306,12SIXU1,2/16/2012,2012,290.1,291.55,105.92,69.86,262.09,21,15,1,Y,Pawoco,Artificial,Sixut,Artificial,9,2011,1,N,1,,644,166,60,-0.0083,0.0525,0.0417
307,12HOSI1,2/22/2012,2012,265.8,262.09,101.99,67.5,235.6,16,19,1,Y,Meymey,Artificial,Hosima,Parent,4,2011,1,N,4,,645,84,138,0.0023,-0.03,-0.0259
308,12CHUH1,2/23/2012,2012,302.7,292.23,105.26,70.16,262.69,23,22,1,Y,Shasta,Artificial,Chuhlna,Artificial,7,2011,1,N,3,,NA,51,47,-0.0508,-0.0316,-0.0179
309,12HONS1,2/24/2012,2012,270.2,269.26,101.27,68.66,242.05,22,22,1,Y,Oneia,Artificial,Honsi,Artificial,6,2011,1,N,7,,NA,57,50,0.0549,-0.0508,-0.0077
310,12HUYA1,2/25/2012,2012,284.5,290.03,113.2,67.4,260.72,18,19,1,N,Antop,Artificial,Huya,Artificial,6,2011,1,N,1,,NA,88,99,0.0549,0.0525,0.1113
312,12TAKI1,2/25/2012,2012,295.9,297.14,112.05,68.57,267.11,29,16,1,Y,Cuyama,Parent,Takihin,Parent,9,2011,1,N,1,,648,139,27,-0.03,0,0.0364
311,12KSEN1,2/25/2012,2012,320.9,315.5,114.85,69.79,283.61,19,19,1,Y,Xopoy,Artificial,Ksen,Artificial,15,2011,1,N,3,,647,94,92,-0.0226,0.0161,-0.0364
313,12TECU1,2/27/2012,2012,249.1,254.63,104.4,65.76,228.89,21,29,1,Y,Susil,Artificial,Tecuya,Artificial,7,2011,2,Y,11,,649,30,67,0,-0.0316,0.0046
314,12TENE1,2/29/2012,2012,239.6,241.27,101,65.08,216.88,21,21,1,Y,Preghawish,Artificial,Teneiya,Artificial,11,2011,1,N,1,,654,70,61,-0.0226,0.0525,0.0202
315,12KOYO1,3/4/2012,2012,273.6,284.27,107.73,68.4,255.54,18,20,1,Y,Inja,Artificial,Koyo,Artificial,15,2011,1,N,2,,651,76,104,0.0525,-0.0375,0.0704
317,12TOWA1,3/10/2012,2012,296.3,284.18,116.2,65.85,255.46,19,23,1,Y,Kuhu,Artificial,Towasinah,Artificial,6,2011,1,N,6,,657,49,91,-0.0508,-0.0083,-0.0052
316,12HOY1,3/10/2012,2012,288.3,275.74,99.69,70.03,247.87,23,19,1,Y,Kaduku,Parent,Hoy,Artificial,11,2011,1,N,1,,NA,97,48,0.004,0.0525,0.0708
318,12LIKU1,3/11/2012,2012,263.9,268.79,104.97,67.38,241.62,19,19,1,Y,Wishtoyo,Artificial,Likuyi,Artificial,15,2011,1,N,5,,656,96,83,-0.0591,0.0023,0.036
319,12KITS1,3/15/2012,2012,302.5,305.37,111.93,69.55,274.5,9,21,1,Y,George,Artificial,Kitsuk,Artificial,4,2011,1,N,1,,661,69,309,-0.0226,0.0046,-0.01
320,12HAKU1,3/19/2012,2012,317.5,316.75,108.88,71.82,284.74,19,20,1,Y,Siwon,Artificial,Haku,Artificial,15,2011,1,N,1,,662,77,85,0.0525,-0.0375,0.0704
321,12SULK1,3/22/2012,2012,313.4,307.13,106.82,71.4,276.09,21,19,1,Y,O-Tum,Artificial,Sulkuw,Artificial,6,2011,1,N,2,,665,93,62,-0.0508,0.0549,-0.0077
322,12TECU2,3/30/2012,2012,240.5,238.79,101.99,64.43,214.66,21,29,2,Y,Susil,Artificial,Tecuya,Artificial,7,2011,2,Y,11,,666,30,67,0,-0.0316,0.0046
323,12CHUH2,3/31/2012,2012,284,284.79,111.85,67.19,256.01,23,22,2,Y,Shasta,Artificial,Chuhlna,Artificial,7,2011,1,N,3,,668,51,47,-0.0508,-0.0316,-0.0179
324,12TAKI2,3/31/2012,2012,293.5,293.95,115.14,67.28,264.24,29,16,2,Y,Cuyama,Parent,Takihin,Parent,9,2011,1,N,1,,667,139,27,-0.03,0,0.0364
325,12HUYA2,4/9/2012,2012,272.9,272.29,109.83,66.3,244.77,18,19,2,Y,Antop,Artificial,Huya,Artificial,6,2011,1,N,1,,669,88,99,0.0549,0.0525,0.1113
326,12KARE1,4/30/2012,2012,281.2,279.4,114.73,65.71,251.16,20,22,1,Y,Tapu,Parent,Kareya,Artificial,18,2011,1,N,1,,673,56,71,0.0525,-0.0316,0.05
327,13HOSI1,2/20/2013,2013,269.2,267.2,104.04,67.48,240.19,17,20,1,Y,Meymey,Artificial,Hosima,Parent,5,2012,1,N,4,,686,84,138,0.0023,-0.03,-0.0259
328,13SIXU1,2/20/2013,2013,310.3,313.03,108.78,71.43,281.4,22,16,1,Y,Pawoco,Artificial,Sixut,Artificial,10,2012,1,N,1,,690,166,60,-0.0083,0.0525,0.0417
329,13KSEN1,2/25/2013,2013,310.4,308.39,113.66,69.36,277.23,20,20,1,Y,Xopoy,Artificial,Ksen,Artificial,16,2012,1,N,3,,688,94,92,-0.0226,0.0161,-0.0364
330,13TAKI1,3/4/2013,2013,302.8,304.51,117.28,67.85,273.74,30,17,1,Y,Cuyama,Parent,Takihin,Parent,10,2012,2,Y,2,,696,139,27,-0.03,0,0.0364
331,13KOYO1,3/5/2013,2013,280.1,285.05,106.68,68.83,256.24,19,21,1,Y,Inja,Artificial,Koyo,Artificial,16,2012,1,N,2,,697,76,104,0.0525,-0.0375,0.0704
333,13LIKU1,3/7/2013,2013,284.4,287.81,103.55,70.2,258.72,20,20,1,Y,Wishtoyo,Artificial,Likuyi,Artificial,16,2012,1,N,5,,699,96,83,-0.0591,0.0023,0.036
334,13TENE1,3/7/2013,2013,231.4,NA,NA,NA,NA,22,22,1,Y,Preghawish,Artificial,Teneiya,Artificial,12,2012,1,N,1,,700,70,61,-0.0226,0.0525,0.0202
332,13HONS1,3/7/2013,2013,271.6,NA,NA,NA,NA,23,23,1,Y,Oneia,Artificial,Honsi,Artificial,7,2012,1,N,7,,698,57,50,0.0549,-0.0508,-0.0077
336,13KARE1,3/9/2013,2013,297.9,298.54,110.41,69.24,268.37,21,23,1,Y,Tapu,Parent,Kareya,Artificial,19,2012,1,N,1,,701,56,71,0.0525,-0.0316,0.05
335,13HOY1,3/9/2013,2013,295.4,NA,NA,NA,NA,24,20,1,Y,Kaduku,Parent,Hoy,Artificial,12,2012,1,N,1,,703,97,48,0.004,0.0525,0.0708
337,13PIRU1,3/12/2013,2013,282.9,286.73,105.86,69.3,257.75,23,29,1,Y,Tumusai,Artificial,Piru,Artificial,20,2012,1,N,6,,704,34,53,0,0.0161,-0.0339
338,13TOWA1,3/13/2013,2013,294.3,300.63,115.75,67.86,270.24,20,24,1,Y,Kuhu,Artificial,Towasinah,Artificial,7,2012,1,N,6,,708,49,91,-0.0508,-0.0083,-0.0052
339,13HUYA1,3/15/2013,2013,281.3,281.72,113.67,66.29,253.25,19,20,1,Y,Antop,Artificial,Huya,Artificial,7,2012,2,Y,2,,706,88,99,0.0549,0.0525,0.1113
340,13KITS1,3/15/2013,2013,296.2,287.69,112.02,67.48,258.61,10,22,1,Y,George,Artificial,Kitsuk,Artificial,5,2012,1,N,1,,705,69,309,-0.0226,0.0046,-0.01
341,13HAKU1,3/18/2013,2013,317.7,321.22,107.67,72.73,288.76,20,21,1,Y,Siwon,Artificial,Haku,Artificial,16,2012,1,N,1,,707,77,85,0.0525,-0.0375,0.0704
342,13CHUH1,3/25/2013,2013,292.7,292.36,112.17,67.98,262.81,24,23,1,Y,Shasta,Artificial,Chuhlna,Artificial,8,2012,2,Y,4,,711,51,47,-0.0508,-0.0316,-0.0179
343,13TAKI2,4/8/2013,2013,285.2,283.22,111.8,67.02,254.6,30,17,2,Y,Cuyama,Parent,Takihin,Parent,10,2012,2,Y,2,,716,139,27,-0.03,0,0.0364
344,13TECU1,4/9/2013,2013,239.7,241.64,106.12,63.54,217.22,22,30,1,Y,Susil,Artificial,Tecuya,Artificial,8,2012,2,Y,12,,NA,30,67,0,-0.0316,0.0046
345,13TOWA2,4/15/2013,2013,271.6,273.88,115.86,64.74,246.2,20,24,2,Y,Kuhu,Artificial,Towasinah,Artificial,7,2012,1,N,6,,718,49,91,-0.0508,-0.0083,-0.0052
346,13SULK1,4/18/2013,2013,302.8,298.65,107.88,70.06,268.47,22,20,1,Y,O-Tum,Artificial,Sulkuw,Artificial,7,2012,1,N,2,,721,93,62,-0.0508,0.0549,-0.0077
347,14PIRU1,2/16/2014,2014,56.4,58.4,56,43,52.5,24,30,1,Y,Tumusai,Artificial,Piru,Artificial,21,2013,1,N,6,,NA,34,53,0,0.0161,-0.0339
349,14KITS1,2/18/2014,2014,309.4,303.55,113.87,68.75,272.87,11,23,1,Y,George,Artificial,Kitsuk,Artificial,6,2013,1,N,1,,732,69,309,-0.0226,0.0046,-0.01
348,14KARE1,2/18/2014,2014,287,331.52,107.72,73.87,298.02,22,24,1,Y,Tapu,Parent,Kareya,Artificial,20,2013,1,N,1,,731,56,71,0.0525,-0.0316,0.05
350,14KOYO1,2/18/2014,2014,NA,NA,NA,NA,NA,20,22,1,Y,Inja,Artificial,Koyo,Artificial,17,2013,1,N,2,,730,76,104,0.0525,-0.0375,0.0704
351,14TAKI1,2/21/2014,2014,303.1,303.8,114.26,68.66,273.09,31,18,1,Y,Cuyama,Parent,Takihin,Parent,11,2013,2,Y,3,,735,139,27,-0.03,0,0.0364
352,14HOSI1,2/22/2014,2014,263,259.79,101.97,67.21,233.53,18,21,1,Y,Meymey,Artificial,Hosima,Parent,6,2013,1,N,4,,740,84,138,0.0023,-0.03,-0.0259
354,14HUYA1,2/23/2014,2014,287.7,294.33,113.93,67.68,264.59,20,21,1,Y,Antop,Artificial,Huya,Artificial,8,2013,1,N,2,,744,88,99,0.0549,0.0525,0.1113
353,14HONS1,2/23/2014,2014,265.4,267.41,101.61,68.31,240.39,24,24,1,Y,Oneia,Artificial,Honsi,Artificial,8,2013,1,N,7,,737,57,50,0.0549,-0.0508,-0.0077
355,14SIXU1,2/23/2014,2014,305.2,309.34,107.86,71.31,278.08,23,17,1,Y,Pawoco,Artificial,Sixut,Artificial,11,2013,1,N,1,,738,166,60,-0.0083,0.0525,0.0417
357,14KSEN1,2/27/2014,2014,302.3,298.43,110.05,69.34,268.27,21,21,1,Y,Xopoy,Artificial,Ksen,Artificial,17,2013,1,N,3,,750,94,92,-0.0226,0.0161,-0.0364
356,14HOY1,2/27/2014,2014,NA,NA,NA,NA,NA,25,21,1,Y,Kaduku,Parent,Hoy,Artificial,13,2013,1,N,1,,746,97,48,0.004,0.0525,0.0708
